no;i;t;y;x;z;e;outlier
5833;i_0584;t_03;1.17398587;1.336547395;-2.807711073;-0.415916642;FALSE
5834;i_0584;t_04;-1.587127401;-1.173930374;1.492869719;0.080204503;FALSE
5835;i_0584;t_05;0.120914675;0.146820701;1.323226757;-0.270215886;FALSE
5836;i_0584;t_06;2.023845913;2.27716067;0.130442111;-0.147543012;FALSE
5837;i_0584;t_07;0.393286276;0.929886408;-0.602026562;0.039591024;FALSE
5838;i_0584;t_08;-0.265851687;-0.388098051;2.563558919;0.166730351;FALSE
5839;i_0584;t_09;-2.263869185;-2.165480788;-0.649073201;0.145145386;FALSE
5840;i_0584;t_10;0.885459892;0.725557958;1.233832245;0.536645989;FALSE
5841;i_0585;t_01;-1.372941955;-0.830307381;-0.802985669;0.073641363;FALSE
5842;i_0585;t_02;2.430712902;1.680699366;-0.084626732;0.943612426;FALSE
5843;i_0585;t_03;13.94651741;1.313764499;1.383587541;12.38614679;TRUE
5844;i_0585;t_04;-0.172092733;0.351377192;-0.31539372;-0.023319392;FALSE
5845;i_0585;t_05;0.539268281;1.410193749;0.567558185;-1.108486324;TRUE
5846;i_0585;t_06;-1.104098485;-1.535961415;-0.613206166;0.544383678;TRUE
5847;i_0585;t_07;1.838780775;2.173601437;1.424906349;0.248119497;FALSE
5848;i_0585;t_08;1.835189329;1.61774115;-0.305475808;0.26868117;FALSE
5849;i_0585;t_09;1.209786019;1.229733464;-0.228449272;0.23033534;FALSE
5850;i_0585;t_10;0.722530244;0.466904618;-0.004259511;0.639118684;FALSE
5851;i_0586;t_01;-0.298466323;-0.808583406;0.62355628;1.402430496;FALSE
5852;i_0586;t_02;-0.14089408;-0.481575259;-1.1860304;0.810317545;FALSE
5853;i_0586;t_03;-0.283105822;-0.403554151;0.37211266;0.149879691;FALSE
5854;i_0586;t_04;1.380370565;1.35931062;-0.238399068;0.797247954;FALSE
5855;i_0586;t_05;-2.426923387;-1.923708129;0.587905846;-0.464738638;TRUE
5856;i_0586;t_06;-1.001115325;-0.32566806;1.0426593;-0.286889041;FALSE
5857;i_0586;t_07;-0.24288533;0.564320948;1.369951126;0.051771358;FALSE
5858;i_0586;t_08;-2.432460149;-1.69904504;-0.198123616;-0.406144641;FALSE
5859;i_0586;t_09;-1.298848233;-0.532953964;0.150686922;-0.239574007;FALSE
5860;i_0586;t_10;1.18045517;1.579266773;-1.078186468;0.260718931;FALSE
5861;i_0587;t_01;-0.229232216;0.169913879;-1.193167721;0.348718111;FALSE
5862;i_0587;t_02;1.357602332;1.120448731;0.02613977;0.56234076;FALSE
5863;i_0587;t_03;-0.217368223;-0.075969646;-0.639518553;-0.256416423;FALSE
5864;i_0587;t_04;0.838298454;0.921370698;1.013117296;0.548666557;FALSE
5865;i_0587;t_05;0.63696295;0.560654328;0.866255485;-0.029663966;FALSE
5866;i_0587;t_06;1.563237025;1.072357163;-0.415091063;0.734988879;FALSE
5867;i_0587;t_07;-0.194488778;0.030793427;0.636013505;0.489246223;FALSE
5868;i_0587;t_08;-2.166548471;-1.008253195;-0.143925198;-0.975474017;FALSE
5869;i_0587;t_09;-2.382116014;-1.358571526;0.25148228;-0.641673435;FALSE
5870;i_0587;t_10;1.037207761;0.761906155;-0.569203459;0.790382933;FALSE
5871;i_0588;t_01;0.458470603;-0.423054128;-0.674722933;1.217119063;FALSE
5872;i_0588;t_02;0.772737524;-0.817313668;-1.701623778;1.502968477;FALSE
5873;i_0588;t_03;1.755290106;0.688527469;1.208273817;0.539474918;FALSE
5874;i_0588;t_04;-0.081528453;0.391716244;-0.214590361;-0.253775769;FALSE
5875;i_0588;t_05;-1.111570191;-1.153039537;0.754706936;-0.476773116;FALSE
5876;i_0588;t_06;-1.609506698;-1.678861551;0.149610672;-0.098806004;FALSE
5877;i_0588;t_07;-2.048568423;-1.477896468;0.373666602;-0.2684134;FALSE
5878;i_0588;t_08;2.303128627;1.494939909;0.754810862;0.578740104;FALSE
5879;i_0588;t_09;0.059982061;0.457728974;-2.329777206;-0.428145732;FALSE
5880;i_0588;t_10;-0.270246998;-0.271607999;-0.657736512;0.104172453;FALSE
5881;i_0589;t_01;-0.608766923;0.521274049;0.761431895;-0.159277053;FALSE
5882;i_0589;t_02;1.264306503;-0.094504876;-1.134674331;1.90689825;TRUE
5883;i_0589;t_03;-0.150103138;-1.503586064;0.678660011;1.461364794;FALSE
5884;i_0589;t_04;-0.436481308;0.873050208;-2.033163009;-0.454893001;FALSE
5885;i_0589;t_05;0.9730176;0.946335903;0.599048215;0.143608823;FALSE
5886;i_0589;t_06;0.947721439;-1.341684245;-0.348965917;2.756414415;TRUE
5887;i_0589;t_07;-0.394770006;1.408660447;-1.202314306;-0.866002311;FALSE
5888;i_0589;t_08;-1.521798173;-0.142838869;-0.677161546;-0.97323833;FALSE
5889;i_0589;t_09;-1.815170298;-0.758826591;-1.31028673;-0.45157294;FALSE
5890;i_0589;t_10;1.849458839;3.247976267;1.067979619;-0.660536387;FALSE
5891;i_0590;t_01;-0.667147885;-0.171211668;0.733837841;-0.459485472;FALSE
5892;i_0590;t_02;1.907763336;-1.690907266;0.599748831;3.212444299;TRUE
5893;i_0590;t_03;1.498398119;0.095659077;0.783758397;0.576307736;FALSE
5894;i_0590;t_04;-0.825390322;0.610150611;0.074446369;-1.515215592;FALSE
5895;i_0590;t_05;2.20680509;1.117287262;-0.041463639;0.272131779;FALSE
5896;i_0590;t_06;1.356707954;0.381153897;0.155334774;0.508249613;FALSE
5897;i_0590;t_07;0.214896795;-0.112860727;-2.109134278;0.33087249;FALSE
5898;i_0590;t_08;0.861864189;-0.577040774;1.030183578;0.910312762;FALSE
5899;i_0590;t_09;0.351097919;0.605475184;0.096391016;-0.583919671;FALSE
5900;i_0590;t_10;-0.469591928;-0.692863419;-0.672516993;0.026939357;FALSE
5901;i_0591;t_01;-0.052085885;0.902437124;-0.473240884;-0.205888299;FALSE
5902;i_0591;t_02;-0.400289153;-0.37878977;-0.286649983;0.304458279;FALSE
5903;i_0591;t_03;-1.790045412;-2.096134164;-1.361311313;0.19184141;FALSE
5904;i_0591;t_04;2.531942105;0.83033286;-0.33438255;2.33411855;TRUE
5905;i_0591;t_05;-0.693900113;-0.275816988;-2.694095073;-0.523285209;FALSE
5906;i_0591;t_06;0.009146938;0.025533392;-0.492341751;0.228493067;FALSE
5907;i_0591;t_07;1.078593318;1.615710454;1.13455789;0.178181796;FALSE
5908;i_0591;t_08;-0.370389725;-0.174177383;0.048363195;-0.012620578;FALSE
5909;i_0591;t_09;0.208313977;0.236245594;1.233241439;0.35470994;FALSE
5910;i_0591;t_10;-6.446768913;0.149506254;0.002086125;-6.080423336;TRUE
5911;i_0592;t_01;0.598400741;1.535593646;-0.982542104;0.05252495;FALSE
5912;i_0592;t_02;-1.146733944;-0.30978634;-0.145972441;-0.269906796;FALSE
5913;i_0592;t_03;-0.502047961;-0.801833901;-1.140223101;0.426621744;FALSE
5914;i_0592;t_04;-1.90875158;-0.739814958;-0.371164851;-0.295344171;FALSE
5915;i_0592;t_05;-1.944794645;-2.09727754;0.774372091;0.288363957;FALSE
5916;i_0592;t_06;-2.08564144;-1.868931858;-0.201291884;0.269253084;FALSE
5917;i_0592;t_07;-0.040453783;1.302010031;0.419938813;-0.386081736;FALSE
5918;i_0592;t_08;-1.097877296;-0.053384081;0.691113941;-0.619818305;FALSE
5919;i_0592;t_09;-0.771662188;0.076211271;0.553026988;-0.224148755;FALSE
5920;i_0592;t_10;-1.160473285;0.23057486;-0.356234897;-0.634113168;FALSE
5921;i_0593;t_01;0.941787654;1.204782225;-0.538517392;0.440583318;FALSE
5922;i_0593;t_02;-0.494705115;-0.276830367;-0.841606568;0.063026093;FALSE
5923;i_0593;t_03;1.093226482;-0.169346865;0.239157497;1.103269185;FALSE
5924;i_0593;t_04;0.033759061;0.93419559;-1.044781566;-0.312984044;FALSE
5925;i_0593;t_05;2.010059074;1.125375404;1.237433533;0.734424765;FALSE
5926;i_0593;t_06;0.440599528;0.978532301;0.481752909;-0.338110073;FALSE
5927;i_0593;t_07;-2.082922624;-1.158676846;2.318256688;-0.254003667;FALSE
5928;i_0593;t_08;0.21483461;0.199074355;-0.293350013;0.154295198;FALSE
5929;i_0593;t_09;0.026987012;-0.447262079;1.587004915;0.811833829;FALSE
5930;i_0593;t_10;-1.15309643;-0.451920986;-0.45396634;-0.230380434;FALSE
5931;i_0594;t_01;0.854724406;0.285577006;0.242958537;0.580675515;FALSE
5932;i_0594;t_02;2.771948708;1.545047577;1.39471537;0.8157522;FALSE
5933;i_0594;t_03;-0.209666996;-1.71829602;1.365987549;0.657275088;FALSE
5934;i_0594;t_04;-0.819278296;-0.838670494;1.688617011;-0.085205091;FALSE
5935;i_0594;t_05;0.743856066;-0.025802643;-2.490906663;-0.072649968;FALSE
5936;i_0594;t_06;0.491218959;-0.382778175;0.327883297;0.381770061;FALSE
5937;i_0594;t_07;1.001956777;0.850930831;2.671288525;0.129218283;FALSE
5938;i_0594;t_08;-0.157652412;-0.199122127;0.650845555;-0.512045115;FALSE
5939;i_0594;t_09;0.166352287;-0.476712631;-0.713731863;0.288599882;FALSE
5940;i_0594;t_10;1.352181578;1.413420718;-0.933458048;-0.282493903;FALSE
5941;i_0595;t_01;1.602790683;0.932531257;0.06292507;0.549451301;FALSE
5942;i_0595;t_02;-1.015236973;-1.015496832;0.390900909;-0.543225312;TRUE
5943;i_0595;t_03;-1.233977982;-1.77621863;0.689978292;-0.441449528;FALSE
5944;i_0595;t_04;0.339074405;0.234330483;-1.320513851;-0.132189607;FALSE
5945;i_0595;t_05;3.018084424;2.400486303;-1.080197987;-0.357046797;FALSE
5946;i_0595;t_06;-0.277661136;-0.491308837;-0.186094203;-0.410915612;FALSE
5947;i_0595;t_07;-6.425955549;-1.384663062;-0.648908857;-5.19543639;TRUE
5948;i_0595;t_08;-0.744958828;-1.073407942;1.337320985;-0.357401957;FALSE
5949;i_0595;t_09;-0.632149332;-1.326393739;3.25861976;0.20744313;FALSE
5950;i_0595;t_10;-0.271144151;-0.346551728;-1.042361002;-0.278183427;FALSE
5951;i_0596;t_01;0.788022832;0.96856706;1.806563871;0.431908045;FALSE
5952;i_0596;t_02;1.641445778;0.310528191;-1.338368428;1.520692812;FALSE
5953;i_0596;t_03;1.290305671;1.025256799;1.345925822;0.014619093;FALSE
5954;i_0596;t_04;0.490939928;1.172540102;2.103741522;-0.185273305;FALSE
5955;i_0596;t_05;0.275596028;0.239679202;0.06959913;-0.205467694;FALSE
5956;i_0596;t_06;-3.2621915;0.3589113;0.34327459;-3.512405716;TRUE
5957;i_0596;t_07;-0.979581054;-0.971462476;0.453133356;0.570997917;FALSE
5958;i_0596;t_08;0.492450206;0.66536867;0.259053676;-0.125509137;FALSE
5959;i_0596;t_09;-0.527368532;0.082302079;-0.741371083;-0.36321149;FALSE
5960;i_0596;t_10;-0.798009649;-0.774157497;-0.564479248;0.355817242;FALSE
5961;i_0597;t_01;-0.823599396;-0.341511409;-0.327166026;-0.228588315;FALSE
5962;i_0597;t_02;0.035963617;0.208418605;-0.052709391;-0.341632363;FALSE
5963;i_0597;t_03;2.037848706;2.420858374;0.097955164;-0.992392048;FALSE
5964;i_0597;t_04;1.893826885;1.281173702;0.599638304;0.750027451;FALSE
5965;i_0597;t_05;-0.141838925;-0.916198557;-0.258745815;0.174022511;FALSE
5966;i_0597;t_06;0.94050229;0.654384936;-0.20191276;0.035861838;FALSE
5967;i_0597;t_07;-1.240919237;-0.879067844;-0.643157521;-0.141687498;FALSE
5968;i_0597;t_08;0.893463358;0.578914766;-1.05792555;0.003005318;FALSE
5969;i_0597;t_09;-1.905207581;-1.249633754;-1.145428848;-0.768067307;FALSE
5970;i_0597;t_10;-3.361301917;-1.428673882;0.55821509;-1.911911242;TRUE
5971;i_0598;t_01;0.22767901;0.181668432;-0.8734994;0.065154768;FALSE
5972;i_0598;t_02;0.814657608;0.917750749;0.91162263;-0.506625999;FALSE
5973;i_0598;t_03;-0.441776756;-0.926989133;-1.129896463;-0.358525485;FALSE
5974;i_0598;t_04;0.182614042;0.947400011;0.221661502;-0.861767183;TRUE
5975;i_0598;t_05;2.510334355;1.245201733;-1.459145192;0.430440018;TRUE
5976;i_0598;t_06;1.487544845;0.657146959;0.870706784;0.345786887;FALSE
5977;i_0598;t_07;1.617302753;1.117508607;0.109805976;0.485602558;FALSE
5978;i_0598;t_08;0.053432945;0.112077737;-2.146565826;-0.604543548;FALSE
5979;i_0598;t_09;1.791576954;1.746019025;-0.361157945;-0.301291033;FALSE
5980;i_0598;t_10;0.313643324;0.945330259;-0.019529029;-0.845325624;FALSE
5981;i_0599;t_01;-0.16943837;0.209159381;-1.279423587;0.40100101;FALSE
5982;i_0599;t_02;-1.122807784;-0.587103808;0.953475123;-0.178782263;FALSE
5983;i_0599;t_03;-0.405115587;0.180185256;-1.379483417;-0.668584133;FALSE
5984;i_0599;t_04;0.59127384;1.230205127;0.122562796;0.02454207;FALSE
5985;i_0599;t_05;0.868866902;0.662307755;-0.157735878;0.132321114;FALSE
5986;i_0599;t_06;-0.940030955;-0.681924464;0.088802226;0.01773708;FALSE
5987;i_0599;t_07;-0.951811293;-0.819868995;-0.01085407;0.614320685;FALSE
5988;i_0599;t_08;5.395668044;0.536280605;0.968699703;5.073943253;TRUE
5989;i_0599;t_09;-1.464675931;-0.982289245;0.870615142;-0.068781077;FALSE
5990;i_0599;t_10;-0.238184177;1.372425548;1.460502163;-1.063793844;FALSE
5991;i_0600;t_01;0.403292012;-0.045504149;0.961552356;0.325945717;FALSE
5992;i_0600;t_02;0.593759553;0.192784346;-0.894158832;-0.144552284;FALSE
5993;i_0600;t_03;-0.647897915;-2.182227424;-0.816978096;0.548597015;FALSE
5994;i_0600;t_04;2.156077122;1.30809644;0.959720432;0.609004835;FALSE
5995;i_0600;t_05;1.279354817;-0.367017438;-2.394088988;0.669685018;FALSE
5996;i_0600;t_06;2.415594684;0.826957372;0.95478994;0.96203168;FALSE
5997;i_0600;t_07;-1.291882121;-2.050587921;-0.189391973;0.602519579;FALSE
5998;i_0600;t_08;2.331360045;0.541714471;-0.88992555;1.101752185;FALSE
5999;i_0600;t_09;1.644950891;0.362989018;0.754384233;0.793118279;FALSE
6000;i_0600;t_10;-0.466323905;-1.591579824;1.024381678;0.769622598;FALSE
6001;i_0601;t_01;0.310676238;0.172832278;0.49564982;0.008225835;FALSE
6002;i_0601;t_02;-1.644941131;-1.272963655;0.518587459;-0.924272649;FALSE
6003;i_0601;t_03;0.135123085;-0.867895426;-0.422202884;0.010518335;FALSE
6004;i_0601;t_04;1.047018985;0.626321105;0.863112811;0.17495435;FALSE
6005;i_0601;t_05;0.455170688;-0.105630641;-0.777922224;-0.422653589;FALSE
6006;i_0601;t_06;0.479927962;-0.256321433;0.147913268;0.102876081;FALSE
6007;i_0601;t_07;-0.17356261;-0.718732417;0.291443403;0.382215903;FALSE
6008;i_0601;t_08;-2.03824286;-2.020137114;-0.870592393;-0.712766817;FALSE
6009;i_0601;t_09;1.120414792;0.389613012;0.407185801;0.235190504;FALSE
6010;i_0601;t_10;-1.144913815;-2.391992181;-0.072013478;0.884677362;FALSE
6011;i_0602;t_01;0.626363054;1.062565848;-0.441539341;-0.190104499;FALSE
6012;i_0602;t_02;0.546394611;0.16867572;0.677809957;0.201140138;FALSE
6013;i_0602;t_03;-0.47439561;0.097752208;-1.564351214;-1.188931575;FALSE
6014;i_0602;t_04;-0.028961207;-0.4742294;0.321957409;0.575241084;FALSE
6015;i_0602;t_05;-2.014843854;-2.133625821;-0.641134555;-0.488956531;FALSE
6016;i_0602;t_06;1.084129154;0.480901597;-0.692460895;0.345570664;FALSE
6017;i_0602;t_07;-0.285915707;0.306284685;-0.682229575;-0.379437874;FALSE
6018;i_0602;t_08;7.913710021;-0.391143559;0.365868594;7.985908929;TRUE
6019;i_0602;t_09;1.384135867;0.277444707;-1.502673765;0.986796303;FALSE
6020;i_0602;t_10;1.290760542;0.808839105;-0.200388285;0.495236853;FALSE
6021;i_0603;t_01;-0.682523998;0.475159893;0.685793678;-0.945132848;FALSE
6022;i_0603;t_02;-0.3398033;0.654295387;2.023622188;-1.204224691;FALSE
6023;i_0603;t_03;1.294617705;0.490071585;0.163081728;0.154215111;FALSE
6024;i_0603;t_04;-0.553945136;-0.623101159;1.064462411;0.165581663;FALSE
6025;i_0603;t_05;-2.981857751;1.935955182;-1.622226086;-5.559098682;TRUE
6026;i_0603;t_06;0.844306687;0.55877024;0.050910962;-0.005667698;FALSE
6027;i_0603;t_07;0.608559599;0.377639956;-0.235758666;0.410134909;FALSE
6028;i_0603;t_08;0.143035599;-0.331467082;1.528148753;0.122010778;FALSE
6029;i_0603;t_09;-1.763633347;-1.711368058;0.399733954;-0.205707396;FALSE
6030;i_0603;t_10;-2.465242227;-0.239671568;0.304002178;-2.245802494;TRUE
6031;i_0604;t_01;-0.982797762;-0.472442655;1.954199573;-0.569522157;FALSE
6032;i_0604;t_02;-12.42904579;-2.015941227;-2.028770144;-10.89494866;TRUE
6033;i_0604;t_03;2.673779463;0.793114687;-0.777368076;0.958615675;FALSE
6034;i_0604;t_04;-5.64420836;-0.072243026;0.597766705;-5.747257788;TRUE
6035;i_0604;t_05;2.302315467;1.367788506;0.655135413;0.021523118;FALSE
6036;i_0604;t_06;1.043065109;-0.145416348;-0.226067694;0.625559218;FALSE
6037;i_0604;t_07;1.953627994;1.510021837;-1.088794019;0.35110333;FALSE
6038;i_0604;t_08;-1.341056995;-1.159972048;-0.089824542;-0.805294943;FALSE
6039;i_0604;t_09;0.019230897;-1.095482489;-0.417708665;0.689553184;TRUE
6040;i_0604;t_10;0.308161381;-0.324638913;0.769436559;0.340850365;FALSE
6041;i_0605;t_01;0.49329669;1.108417283;-1.112393508;-0.080755924;FALSE
6042;i_0605;t_02;-2.224627854;-1.501617968;0.369530965;-0.611322265;FALSE
6043;i_0605;t_03;2.706476447;1.765417591;0.483502342;0.612541474;FALSE
6044;i_0605;t_04;0.448626691;0.570655698;-1.494903625;0.296210258;FALSE
6045;i_0605;t_05;0.456847714;0.563992073;-1.916902145;-0.426616483;FALSE
6046;i_0605;t_06;-1.225497804;-0.815915495;0.036788338;-0.378972829;FALSE
6047;i_0605;t_07;-3.825688734;0.17171142;-0.315073498;-3.496371262;TRUE
6048;i_0605;t_08;-0.270657246;-0.722857255;0.87118205;0.421521732;FALSE
6049;i_0605;t_09;-0.554153746;-0.192459108;-0.824322874;-0.193323121;FALSE
6050;i_0605;t_10;-6.427776819;-0.322003017;1.306287548;-5.804192012;TRUE
6051;i_0606;t_01;0.820975987;0.852214769;-0.62983499;0.661749865;FALSE
6052;i_0606;t_02;-1.188557402;-0.394356537;-0.720711256;-0.523889264;FALSE
6053;i_0606;t_03;-5.865208853;-0.621168082;-1.621034338;-5.413934174;TRUE
6054;i_0606;t_04;-0.495866126;-0.014414533;-1.10736964;0.095411651;FALSE
6055;i_0606;t_05;1.542079346;0.604241992;-1.72594422;0.776989208;FALSE
6056;i_0606;t_06;1.400732254;0.847911629;0.514757698;0.742054084;FALSE
6057;i_0606;t_07;1.228633324;0.648725097;0.999133373;1.239561097;FALSE
6058;i_0606;t_08;0.772486119;1.304078243;-0.183496671;-0.403646422;FALSE
6059;i_0606;t_09;0.621061754;0.816074946;1.464362574;0.131982303;FALSE
6060;i_0606;t_10;-2.640334046;-1.679622499;1.830964726;-0.500505779;FALSE
6061;i_0607;t_01;0.609311963;1.4229676;-1.199986774;-0.416172976;FALSE
6062;i_0607;t_02;0.021483721;0.982873506;-0.178452829;-0.986584171;FALSE
6063;i_0607;t_03;-10.0995922;-0.514269009;-1.305191207;-10.05072258;TRUE
6064;i_0607;t_04;1.014701133;1.334660852;1.612859857;-0.038602461;FALSE
6065;i_0607;t_05;-0.367542764;-1.603279514;-1.60351832;0.779382619;FALSE
6066;i_0607;t_06;-0.024586008;0.031342643;0.18800597;-0.162201178;FALSE
6067;i_0607;t_07;1.573557889;1.674923304;0.383087819;0.262781469;FALSE
6068;i_0607;t_08;1.34706314;0.646773909;0.014393908;0.532728947;FALSE
6069;i_0607;t_09;0.332672479;0.516872164;-2.066742455;-0.152710174;FALSE
6070;i_0607;t_10;-3.187957386;-1.902106921;-0.057806292;-1.121150682;FALSE
6071;i_0608;t_01;-1.879890388;-1.268756418;0.579978249;0.085175619;FALSE
6072;i_0608;t_02;-1.512479685;-0.869770526;1.689290369;-0.369076617;FALSE
6073;i_0608;t_03;-0.856423302;-0.5706352;0.906331338;-0.452360564;FALSE
6074;i_0608;t_04;0.932211886;1.652836421;-0.469385646;-0.14044035;FALSE
6075;i_0608;t_05;0.614482879;-0.140911825;1.859696083;0.5978675;FALSE
6076;i_0608;t_06;0.059352702;-0.676554206;-1.042990287;0.928461308;FALSE
6077;i_0608;t_07;-0.73917131;-0.134358652;-0.231602505;0.058161153;FALSE
6078;i_0608;t_08;1.808003281;1.256969691;0.2671614;0.682300233;FALSE
6079;i_0608;t_09;1.759853868;0.386653653;0.662495676;1.703516653;FALSE
6080;i_0608;t_10;-2.690567121;-0.366165924;0.527411589;-1.860874487;TRUE
6081;i_0609;t_01;-2.817198378;-2.199838642;0.380554439;-0.035846944;FALSE
6082;i_0609;t_02;0.753453808;0.707232725;-1.735894805;0.205056828;FALSE
6083;i_0609;t_03;0.099541069;-0.352785598;-0.509746861;0.170957408;FALSE
6084;i_0609;t_04;-0.273692079;0.24876413;-0.053563664;-0.057068821;FALSE
6085;i_0609;t_05;0.989637888;-0.135411067;-0.636124206;0.852724954;FALSE
6086;i_0609;t_06;0.487659;-0.222648991;0.02746262;0.788065594;FALSE
6087;i_0609;t_07;0.843955153;0.449785771;0.131603033;0.942346396;FALSE
6088;i_0609;t_08;1.316459094;0.244020031;-1.228960323;1.088908909;FALSE
6089;i_0609;t_09;0.70646563;0.015647283;0.162966098;0.906337987;FALSE
6090;i_0609;t_10;1.441419594;1.782931998;-0.831836061;0.007217509;FALSE
6091;i_0610;t_01;-1.764574323;-0.978221235;-0.964357709;-0.090582725;FALSE
6092;i_0610;t_02;0.629984077;0.49699846;-0.421365033;0.406078934;FALSE
6093;i_0610;t_03;0.212952543;0.365742035;-0.688151696;-0.319901179;FALSE
6094;i_0610;t_04;-1.86682882;-0.667857746;-0.809081796;-0.619326115;FALSE
6095;i_0610;t_05;-0.132232876;-1.643644517;0.845427371;1.353345211;TRUE
6096;i_0610;t_06;-0.215017433;0.426119711;-1.562247055;-0.44912197;FALSE
6097;i_0610;t_07;-0.045666152;0.662499111;1.561027656;-0.045730677;FALSE
6098;i_0610;t_08;0.299771844;0.724361003;-0.916168474;-0.293861741;FALSE
6099;i_0610;t_09;-0.394752904;0.237823441;0.082738357;-0.302799133;FALSE
6100;i_0610;t_10;0.577980137;0.368828576;-0.177606357;0.672139045;FALSE
6101;i_0611;t_01;-0.137857244;-0.035296996;-0.885505142;-0.025272612;FALSE
6102;i_0611;t_02;0.796346526;-0.296173134;0.72829534;0.747130249;FALSE
6103;i_0611;t_03;2.216986987;0.738507128;-1.145457771;0.692885444;FALSE
6104;i_0611;t_04;0.445152749;0.428235335;-1.145582119;-0.021920353;FALSE
6105;i_0611;t_05;2.57170086;2.025572277;-0.060689295;-0.230420574;FALSE
6106;i_0611;t_06;0.528678435;-0.253058567;-0.134813949;0.355269449;FALSE
6107;i_0611;t_07;-1.510237795;-1.252074277;-1.035606919;-0.214211659;FALSE
6108;i_0611;t_08;-0.569765332;-0.475638755;0.102070676;-0.581881886;FALSE
6109;i_0611;t_09;0.96069275;0.289679807;-1.420013594;0.382307428;FALSE
6110;i_0611;t_10;0.30430421;0.746574525;0.691304656;-0.597765557;FALSE
6111;i_0612;t_01;-1.167590644;0.104498434;0.870417771;-0.623095521;FALSE
6112;i_0612;t_02;-1.832028039;0.407106698;-1.873790718;-2.012818228;TRUE
6113;i_0612;t_03;1.092647859;0.30148156;-0.654960976;0.577277804;FALSE
6114;i_0612;t_04;0.413915546;0.872038887;-0.816537895;0.074744812;FALSE
6115;i_0612;t_05;1.442199549;1.901200805;-0.320424233;-0.663844492;FALSE
6116;i_0612;t_06;0.328898532;1.201036678;0.663442096;-0.726899778;FALSE
6117;i_0612;t_07;-0.480337515;0.498661771;-0.133264381;-0.363341507;FALSE
6118;i_0612;t_08;0.580693688;0.327982651;-1.114640029;0.336661647;FALSE
6119;i_0612;t_09;5.272279994;-1.036867652;-0.626367109;6.592148051;TRUE
6120;i_0612;t_10;-0.748440801;0.628070241;2.157238914;-0.960300364;FALSE
6121;i_0613;t_01;-1.938831891;-1.388992516;0.043518566;-0.268507153;FALSE
6122;i_0613;t_02;-0.232638035;-0.496842506;-0.335430418;0.122859645;FALSE
6123;i_0613;t_03;2.709874634;2.064624196;-1.162652691;0.063700609;FALSE
6124;i_0613;t_04;-0.290779648;-0.501094096;-2.20127488;0.375521266;FALSE
6125;i_0613;t_05;1.105521748;0.520923027;-0.477760136;0.01209415;FALSE
6126;i_0613;t_06;0.92009717;0.543893313;0.268321203;0.15378089;FALSE
6127;i_0613;t_07;-0.95826985;-0.456919805;-0.106016288;-0.253353601;FALSE
6128;i_0613;t_08;-0.659534482;-0.631370666;0.380515259;-0.311874541;FALSE
6129;i_0613;t_09;1.044643594;0.888535381;0.496351622;0.071447284;FALSE
6130;i_0613;t_10;1.683486937;1.854980591;2.590022842;-0.122944311;FALSE
6131;i_0614;t_01;-0.239229253;0.177782311;0.053874891;0.354735336;FALSE
6132;i_0614;t_02;-0.04187553;-0.857207406;-1.285794219;1.164401729;FALSE
6133;i_0614;t_03;1.426853444;-0.002470364;-1.024199232;1.338188656;FALSE
6134;i_0614;t_04;-2.860472834;-2.186545748;-0.555120126;-0.01830559;FALSE
6135;i_0614;t_05;-1.533255411;-0.734234458;0.261736026;-0.881110846;FALSE
6136;i_0614;t_06;0.785958793;1.152874945;-0.753847787;-0.098924441;FALSE
6137;i_0614;t_07;-1.622876971;-1.45770352;-0.053175935;0.573237671;FALSE
6138;i_0614;t_08;-0.446193778;0.079133018;1.257646873;-0.318622842;FALSE
6139;i_0614;t_09;1.382777986;2.095976849;-0.526972746;-0.307445114;FALSE
6140;i_0614;t_10;-2.138846095;-1.097008437;-1.056026408;-0.502873637;FALSE
6141;i_0615;t_01;-0.864843134;-0.621154908;1.63106039;0.549404633;FALSE
6142;i_0615;t_02;1.053022191;-0.134477664;1.108086022;1.557915666;FALSE
6143;i_0615;t_03;1.696100344;1.12648729;1.140793848;0.499823862;FALSE
6144;i_0615;t_04;-1.599073063;-0.492828983;0.022115192;-0.429276625;FALSE
6145;i_0615;t_05;-1.192716879;-0.964500386;-1.370429328;-0.288960427;FALSE
6146;i_0615;t_06;-0.274291901;-0.269231908;-0.137987823;0.284277678;FALSE
6147;i_0615;t_07;-0.936807728;-0.5661772;-1.079823655;0.389126553;FALSE
6148;i_0615;t_08;-0.383386653;0.336909398;1.666876153;-0.492246138;FALSE
6149;i_0615;t_09;-0.301764708;-0.134047659;-1.572158171;0.259382658;FALSE
6150;i_0615;t_10;-0.673412208;-0.234332169;0.558261874;0.121229941;FALSE
6151;i_0616;t_01;-1.688519386;-1.187237132;1.17430261;0.229088949;FALSE
6152;i_0616;t_02;2.361865068;1.731050523;0.383195355;0.938508701;FALSE
6153;i_0616;t_03;0.1076231;-0.932578976;0.68047434;0.90769123;FALSE
6154;i_0616;t_04;-3.147880157;-1.821724025;1.044134054;-0.711910331;FALSE
6155;i_0616;t_05;-0.12710827;-0.544932308;-1.137042694;0.294358449;FALSE
6156;i_0616;t_06;-1.586976097;-1.027511505;0.103548025;-0.332848576;FALSE
6157;i_0616;t_07;0.216999908;1.316917396;1.64305744;-0.402882061;FALSE
